65;15.09.2014;722/2014;13;4
66;15.09.2014;865/2014;7;3
67;15.09.2014;348/2012;11;3
68;15.09.2014;407/2012;7;6
69;15.09.2014;740/2014;12;3
70;15.09.2014;533/2013;12;3
71;15.09.2014;626/2013;13;5
72;15.09.2014;305/2012;16;4
73;15.09.2014;425/2012;16;3
74;15.09.2014;655/2013;7;5
75;15.09.2014;641/2013;2;2
76;15.09.2014;265/2011;12;5
77;15.09.2014;292/2012;10;2
78;15.09.2014;563/2013;13;2
79;15.09.2014;663/2013;14;4
80;15.09.2014;409/2012;12;3
81;15.09.2014;679/2013;20;3
82;15.09.2014;727/2014;4;5
83;15.09.2014;161/2011;13;3
84;15.09.2014;283/2012;13;3
85;15.09.2014;705/2014;5;1
86;15.09.2014;629/2013;20;4
87;15.09.2014;657/2013;12;5
88;15.09.2014;188/2011;27;4
89;15.09.2014;699/2013;14;4
90;15.09.2014;382/2012;11;5
91;15.09.2014;266/2011;18;2
92;15.09.2014;622/2013;13;3
93;15.09.2014;838/2014;3;2
94;15.09.2014;706/2014;14;1
95;15.09.2014;342/2012;14;5
96;15.09.2014;756/2014;3;4
97;15.09.2014;359/2012;14;2
98;15.09.2014;781/2014;22;1
99;15.09.2014;209/2011;12;5
100;15.09.2014;880/2014;9;4
101;15.09.2014;779/2014;27;4
102;15.09.2014;818/2014;27;2
103;15.09.2014;231/2011;16;2
104;15.09.2014;125/2011;14;4
105;15.09.2014;569/2013;16;3
106;15.09.2014;835/2014;12;3
107;15.09.2014;494/2012;16;5
108;15.09.2014;454/2012;21;5
109;15.09.2014;645/2013;16;4
110;15.09.2014;723/2014;13;3
111;15.09.2014;533/2013;13;3
112;15.09.2014;142/2011;18;3
113;15.09.2014;151/2011;12;2
114;15.09.2014;619/2013;20;4
115;15.09.2014;719/2014;11;5
116;15.09.2014;641/2013;7;4
117;15.09.2014;149/2011;16;2
118;15.09.2014;275/2012;13;2
119;15.09.2014;517/2013;7;2
120;15.09.2014;766/2014;12;3
121;15.09.2014;865/2014;4;3
122;15.09.2014;605/2013;7;3
123;15.09.2014;624/2013;7;4
124;15.09.2014;815/2014;8;3
125;15.09.2014;541/2013;12;3
126;15.09.2014;799/2014;4;4
127;15.09.2014;702/2014;12;2
128;15.09.2014;502/2012;1;5
129;15.09.2014;352/2012;11;4
130;15.09.2014;552/2013;15;2
131;15.09.2014;780/2014;11;5
132;15.09.2014;883/2014;4;5
133;15.09.2014;613/2013;16;4
134;15.09.2014;432/2012;7;5
135;15.09.2014;694/2013;12;4
136;15.09.2014;871/2014;13;3
137;15.09.2014;155/2011;16;4
138;15.09.2014;771/2014;27;4
139;15.09.2014;460/2012;16;2
140;15.09.2014;558/2013;13;2
141;15.09.2014;496/2012;7;3
142;15.09.2014;261/2011;14;4
143;15.09.2014;678/2013;13;2
144;15.09.2014;738/2014;16;2
145;15.09.2014;663/2013;13;5
146;15.09.2014;819/2014;6;1
147;15.09.2014;719/2014;14;2
148;15.09.2014;717/2014;23;2
149;15.09.2014;159/2011;11;3
150;15.09.2014;348/2012;16;5
151;15.09.2014;826/2014;17;2
152;15.09.2014;550/2013;7;3
153;15.09.2014;652/2013;15;2
154;15.09.2014;252/2011;12;4
155;15.09.2014;829/2014;14;3
156;15.09.2014;742/2014;7;2
157;15.09.2014;614/2013;13;6
158;15.09.2014;555/2013;12;6
159;15.09.2014;739/2014;12;2
160;15.09.2014;875/2014;16;4
161;15.09.2014;804/2014;11;2
162;15.09.2014;457/2012;14;4
163;15.09.2014;664/2013;14;3
164;15.09.2014;848/2014;12;5
165;15.09.2014;855/2014;13;4
166;15.09.2014;783/2014;8;3
167;15.09.2014;715/2014;8;4
168;15.09.2014;254/2011;13;2
169;15.09.2014;591/2013;16;4
170;15.09.2014;697/2013;19;4
171;15.09.2014;548/2013;26;3
172;15.09.2014;272/2012;11;5
173;15.09.2014;706/2014;13;3
174;15.09.2014;721/2014;4;4
175;15.09.2014;174/2011;11;4
176;15.09.2014;821/2014;22;4
177;15.09.2014;852/2014;14;2
178;15.09.2014;484/2012;7;5
179;15.09.2014;523/2013;20;3
180;15.09.2014;655/2013;7;3
181;15.09.2014;546/2013;15;3
182;15.09.2014;543/2013;27;3
183;15.09.2014;632/2013;16;2
184;15.09.2014;739/2014;12;2
185;15.09.2014;544/2013;16;1
186;15.09.2014;872/2014;11;5
187;15.09.2014;809/2014;8;3
188;15.09.2014;676/2013;15;3
189;15.09.2014;651/2013;13;2
190;15.09.2014;751/2014;4;6
191;15.09.2014;163/2011;14;6
192;15.09.2014;409/2012;12;5
193;15.09.2014;347/2012;12;5
194;15.09.2014;688/2013;7;2
195;15.09.2014;730/2014;7;3
196;15.09.2014;727/2014;8;2
197;15.09.2014;839/2014;27;4
198;15.09.2014;749/2014;11;6
199;15.09.2014;876/2014;8;2
200;15.09.2014;730/2014;25;2
201;15.09.2014;242/2011;12;3
202;15.09.2014;384/2012;16;2
203;15.09.2014;745/2014;25;2
204;15.09.2014;534/2013;11;3
205;15.09.2014;748/2014;13;2
206;15.09.2014;636/2013;19;2
207;15.09.2014;611/2013;7;4
208;15.09.2014;727/2014;8;4
209;15.09.2014;445/2012;10;3
210;15.09.2014;835/2014;7;2
211;15.09.2014;701/2014;9;2
212;15.09.2014;156/2011;14;3
213;15.09.2014;320/2012;12;4
214;15.09.2014;668/2013;7;4
215;15.09.2014;746/2014;16;2
216;15.09.2014;139/2011;12;3
217;15.09.2014;728/2014;3;5
218;15.09.2014;486/2012;12;1
219;15.09.2014;760/2014;17;2
220;15.09.2014;757/2014;13;2
221;15.09.2014;267/2011;16;4
222;15.09.2014;147/2011;12;4
223;15.09.2014;870/2014;9;3
224;15.09.2014;529/2013;14;3
225;15.09.2014;773/2014;4;4
226;15.09.2014;794/2014;13;5
227;15.09.2014;291/2012;27;4
228;15.09.2014;812/2014;16;3
229;16.09.2014;376/2012;16;6
230;16.09.2014;257/2011;13;3
231;16.09.2014;252/2011;16;2
232;16.09.2014;603/2013;14;5
233;16.09.2014;691/2013;12;5
234;16.09.2014;379/2012;12;5
235;16.09.2014;251/2011;13;2
236;16.09.2014;253/2011;18;2
237;16.09.2014;766/2014;11;2
238;16.09.2014;503/2012;14;3
239;16.09.2014;130/2011;16;2
240;16.09.2014;613/2013;20;4
241;16.09.2014;770/2014;27;4
242;16.09.2014;328/2012;27;5
243;16.09.2014;806/2014;17;5
244;16.09.2014;871/2014;6;2
245;16.09.2014;856/2014;8;4
246;16.09.2014;829/2014;13;4
247;16.09.2014;691/2013;14;4
248;16.09.2014;800/2014;17;4
249;16.09.2014;765/2014;6;6
250;16.09.2014;210/2011;14;2
251;16.09.2014;521/2013;14;5
252;16.09.2014;281/2012;13;4
253;16.09.2014;740/2014;3;3
254;16.09.2014;776/2014;16;3
255;16.09.2014;799/2014;22;6
256;16.09.2014;307/2012;7;2
257;16.09.2014;651/2013;26;3
258;16.09.2014;750/2014;13;4
259;16.09.2014;769/2014;7;2
260;16.09.2014;747/2014;4;5
261;16.09.2014;638/2013;14;4
262;16.09.2014;259/2011;21;2
263;16.09.2014;300/2012;13;6
264;16.09.2014;781/2014;7;3
265;16.09.2014;153/2011;12;2
266;16.09.2014;779/2014;13;4
267;16.09.2014;794/2014;25;1
268;16.09.2014;681/2013;14;6
269;16.09.2014;404/2012;19;5
270;16.09.2014;189/2011;14;2
271;16.09.2014;485/2012;16;4
272;16.09.2014;381/2012;13;1
273;16.09.2014;728/2014;16;2
274;16.09.2014;686/2013;12;3
275;16.09.2014;229/2011;13;5
276;16.09.2014;725/2014;6;3
277;16.09.2014;838/2014;8;4
278;16.09.2014;834/2014;16;2
279;16.09.2014;204/2011;13;6
280;16.09.2014;702/2014;5;1
281;16.09.2014;814/2014;16;2
282;16.09.2014;536/2013;26;3
283;16.09.2014;712/2014;24;4
284;16.09.2014;787/2014;4;3
285;16.09.2014;235/2011;12;6
286;16.09.2014;820/2014;24;5
287;16.09.2014;635/2013;13;4
288;16.09.2014;808/2014;16;3
289;16.09.2014;458/2012;13;5
290;16.09.2014;462/2012;11;3
291;16.09.2014;881/2014;16;3
292;16.09.2014;579/2013;12;3
293;16.09.2014;290/2012;13;5
294;16.09.2014;628/2013;12;4
295;16.09.2014;865/2014;16;3
296;16.09.2014;879/2014;3;2
297;16.09.2014;791/2014;3;4
298;16.09.2014;558/2013;26;4
299;16.09.2014;770/2014;5;5
300;16.09.2014;744/2014;13;4
301;16.09.2014;566/2013;7;2
302;16.09.2014;411/2012;7;5
303;16.09.2014;174/2011;14;4
304;16.09.2014;869/2014;11;5
305;16.09.2014;622/2013;16;2
306;16.09.2014;618/2013;13;2
307;16.09.2014;820/2014;9;4
308;16.09.2014;204/2011;1;3
309;16.09.2014;244/2011;11;2
310;16.09.2014;834/2014;9;4
311;16.09.2014;819/2014;25;5
312;16.09.2014;805/2014;13;5
313;16.09.2014;244/2011;12;3
314;16.09.2014;814/2014;17;5
315;16.09.2014;485/2012;16;2
316;16.09.2014;798/2014;14;4
317;16.09.2014;636/2013;19;4
318;16.09.2014;507/2012;12;6
319;16.09.2014;565/2013;7;3
320;16.09.2014;378/2012;7;4
321;16.09.2014;795/2014;27;5
322;16.09.2014;595/2013;13;3
323;16.09.2014;821/2014;9;4
324;16.09.2014;736/2014;12;4
325;16.09.2014;796/2014;14;5
326;16.09.2014;482/2012;14;4
327;16.09.2014;780/2014;22;4
328;16.09.2014;815/2014;7;3
329;16.09.2014;251/2011;12;5
330;16.09.2014;859/2014;3;5
331;16.09.2014;807/2014;16;2
332;16.09.2014;766/2014;3;2
333;16.09.2014;750/2014;14;6
334;16.09.2014;556/2013;13;3
335;16.09.2014;386/2012;13;4
336;16.09.2014;634/2013;14;4
337;16.09.2014;552/2013;12;3
338;16.09.2014;791/2014;25;3
339;16.09.2014;806/2014;6;3
340;16.09.2014;178/2011;16;3
341;16.09.2014;790/2014;8;3
342;16.09.2014;728/2014;11;3
343;16.09.2014;661/2013;13;3
344;16.09.2014;835/2014;23;1
345;16.09.2014;719/2014;14;5
346;16.09.2014;417/2012;12;3
347;16.09.2014;746/2014;11;5
348;16.09.2014;488/2012;12;4
349;16.09.2014;878/2014;3;4
350;16.09.2014;197/2011;14;4
351;16.09.2014;485/2012;21;3
352;16.09.2014;474/2012;1;3
353;16.09.2014;766/2014;12;5
354;16.09.2014;373/2012;27;4
355;16.09.2014;784/2014;11;5
356;16.09.2014;743/2014;8;3
357;16.09.2014;824/2014;4;4
358;16.09.2014;197/2011;14;3
359;16.09.2014;768/2014;13;4
360;16.09.2014;299/2012;11;3
361;16.09.2014;869/2014;14;1
362;16.09.2014;734/2014;11;2
363;16.09.2014;659/2013;7;2
364;16.09.2014;577/2013;19;3
365;16.09.2014;554/2013;12;5
366;16.09.2014;296/2012;12;5
367;16.09.2014;711/2014;13;4
368;16.09.2014;290/2012;11;4
369;16.09.2014;371/2012;26;4
370;16.09.2014;209/2011;16;3
371;16.09.2014;700/2013;26;3
372;16.09.2014;806/2014;23;1
373;16.09.2014;856/2014;9;3
374;16.09.2014;552/2013;2;4
375;16.09.2014;653/2013;14;6
376;16.09.2014;172/2011;1;2
377;16.09.2014;402/2012;16;2
378;16.09.2014;189/2011;16;2
379;16.09.2014;846/2014;11;2
380;16.09.2014;770/2014;22;4
381;16.09.2014;742/2014;9;3
382;16.09.2014;405/2012;13;3
383;16.09.2014;716/2014;16;4
384;16.09.2014;618/2013;14;4
385;16.09.2014;829/2014;17;5
386;16.09.2014;524/2013;16;3
387;16.09.2014;881/2014;14;3
388;16.09.2014;815/2014;5;5
389;16.09.2014;845/2014;12;4
390;16.09.2014;797/2014;25;6
391;16.09.2014;754/2014;17;4
392;16.09.2014;715/2014;9;3
393;16.09.2014;516/2013;14;3
394;16.09.2014;723/2014;4;4
395;16.09.2014;806/2014;11;4
396;16.09.2014;627/2013;14;4
397;16.09.2014;779/2014;23;5
398;16.09.2014;788/2014;22;4
399;16.09.2014;734/2014;11;6
400;16.09.2014;205/2011;16;3
401;16.09.2014;700/2013;11;4
402;16.09.2014;203/2011;13;6
403;16.09.2014;190/2011;14;2
404;16.09.2014;412/2012;14;4
405;16.09.2014;309/2012;7;4
406;16.09.2014;476/2012;12;4
407;16.09.2014;567/2013;16;2
408;16.09.2014;131/2011;27;4
409;16.09.2014;829/2014;16;2
410;16.09.2014;155/2011;14;2
411;16.09.2014;828/2014;16;4
412;16.09.2014;540/2013;26;4
413;16.09.2014;824/2014;9;4
414;16.09.2014;829/2014;23;3
415;16.09.2014;832/2014;16;2
416;16.09.2014;300/2012;16;4
417;16.09.2014;470/2012;12;4
418;16.09.2014;704/2014;17;5
419;16.09.2014;577/2013;12;2
420;17.09.2014;302/2012;26;3
421;17.09.2014;714/2014;5;4
422;17.09.2014;782/2014;25;5
423;17.09.2014;475/2012;12;3
424;17.09.2014;879/2014;12;6
425;17.09.2014;788/2014;12;2
426;17.09.2014;180/2011;16;4
427;17.09.2014;330/2012;14;4
428;17.09.2014;567/2013;14;3
429;17.09.2014;526/2013;12;4
430;17.09.2014;231/2011;27;3
431;17.09.2014;559/2013;11;4
432;17.09.2014;758/2014;16;4
433;17.09.2014;618/2013;16;2
434;17.09.2014;504/2012;16;5
435;17.09.2014;721/2014;13;2
436;17.09.2014;719/2014;11;5
437;17.09.2014;606/2013;12;6
438;17.09.2014;811/2014;9;3
439;17.09.2014;704/2014;16;3
440;17.09.2014;544/2013;12;3
441;17.09.2014;449/2012;27;5
442;17.09.2014;738/2014;12;3
443;17.09.2014;678/2013;13;5
444;17.09.2014;782/2014;3;4
445;17.09.2014;843/2014;4;4
446;17.09.2014;817/2014;25;2
447;17.09.2014;856/2014;3;3
448;17.09.2014;175/2011;12;5
449;17.09.2014;563/2013;2;3
450;17.09.2014;880/2014;16;2
451;17.09.2014;715/2014;22;2
452;17.09.2014;719/2014;22;2
453;17.09.2014;252/2011;12;3
454;17.09.2014;394/2012;16;3
455;17.09.2014;481/2012;7;3
456;17.09.2014;804/2014;3;3
457;17.09.2014;262/2011;18;2
458;17.09.2014;755/2014;27;5
459;17.09.2014;679/2013;16;2
460;17.09.2014;751/2014;25;4
461;17.09.2014;129/2011;27;3
462;17.09.2014;581/2013;13;3
463;17.09.2014;590/2013;13;4
464;17.09.2014;535/2013;16;2
465;17.09.2014;288/2012;13;3
466;17.09.2014;580/2013;26;2
467;17.09.2014;285/2012;13;5
468;17.09.2014;519/2013;12;3
469;17.09.2014;833/2014;27;2
470;17.09.2014;787/2014;6;2
471;17.09.2014;881/2014;6;6
472;17.09.2014;839/2014;3;2
473;17.09.2014;684/2013;13;6
474;17.09.2014;386/2012;12;6
475;17.09.2014;842/2014;7;3
476;17.09.2014;802/2014;14;4
477;17.09.2014;744/2014;3;4
478;17.09.2014;877/2014;6;4
479;17.09.2014;870/2014;5;2
480;17.09.2014;614/2013;15;2
481;17.09.2014;799/2014;27;3
482;17.09.2014;413/2012;21;3
483;17.09.2014;826/2014;7;3
484;17.09.2014;468/2012;16;1
485;17.09.2014;243/2011;21;3
486;17.09.2014;839/2014;4;2
487;17.09.2014;445/2012;11;4
488;17.09.2014;789/2014;17;4
489;17.09.2014;162/2011;12;3
490;17.09.2014;571/2013;15;2
491;17.09.2014;574/2013;26;3
492;17.09.2014;466/2012;13;4
493;17.09.2014;740/2014;4;2
494;17.09.2014;670/2013;16;4
495;17.09.2014;173/2011;16;3
496;17.09.2014;675/2013;13;4
497;17.09.2014;818/2014;16;4
498;17.09.2014;559/2013;7;4
499;17.09.2014;857/2014;23;4
500;17.09.2014;352/2012;21;4
501;17.09.2014;547/2013;13;4
502;17.09.2014;293/2012;7;2
503;17.09.2014;836/2014;9;3
504;17.09.2014;311/2012;26;3
505;17.09.2014;396/2012;11;3
506;17.09.2014;822/2014;7;1
507;17.09.2014;611/2013;20;4
508;17.09.2014;741/2014;7;4
509;17.09.2014;424/2012;27;4
510;17.09.2014;177/2011;13;3
511;17.09.2014;452/2012;19;2
512;17.09.2014;656/2013;12;4
513;17.09.2014;755/2014;24;2
514;17.09.2014;823/2014;7;2
515;17.09.2014;643/2013;16;3
516;17.09.2014;730/2014;9;2
517;17.09.2014;735/2014;7;5
518;17.09.2014;788/2014;17;2
519;17.09.2014;871/2014;8;2
520;17.09.2014;818/2014;9;4
521;17.09.2014;148/2011;16;4
522;17.09.2014;524/2013;16;2
523;17.09.2014;306/2012;12;4
524;17.09.2014;785/2014;6;4
525;17.09.2014;615/2013;2;3
526;17.09.2014;208/2011;13;5
527;17.09.2014;643/2013;7;2
528;17.09.2014;774/2014;4;4
529;17.09.2014;774/2014;3;4
530;17.09.2014;784/2014;4;5
531;17.09.2014;832/2014;14;3
532;17.09.2014;672/2013;14;5
533;17.09.2014;850/2014;14;4
534;17.09.2014;737/2014;11;4
535;17.09.2014;724/2014;8;2
536;17.09.2014;353/2012;12;3
537;17.09.2014;714/2014;17;3
538;17.09.2014;634/2013;11;1
539;17.09.2014;352/2012;19;5
540;17.09.2014;756/2014;11;4
541;17.09.2014;734/2014;9;4
542;17.09.2014;806/2014;16;3
543;17.09.2014;763/2014;16;2
544;17.09.2014;257/2011;14;3
545;17.09.2014;420/2012;16;4
546;17.09.2014;592/2013;16;3
547;17.09.2014;540/2013;19;6
548;17.09.2014;785/2014;14;2
549;17.09.2014;874/2014;11;2
550;17.09.2014;254/2011;13;1
551;17.09.2014;272/2012;19;4
552;17.09.2014;251/2011;16;6
553;17.09.2014;482/2012;10;3
554;17.09.2014;525/2013;7;4
555;17.09.2014;738/2014;14;5
556;17.09.2014;604/2013;7;2
557;17.09.2014;693/2013;14;2
558;17.09.2014;825/2014;6;2
559;17.09.2014;271/2012;13;1
560;17.09.2014;432/2012;13;2
561;17.09.2014;724/2014;9;4
562;17.09.2014;770/2014;9;3
563;17.09.2014;711/2014;25;5
564;17.09.2014;625/2013;7;4
565;17.09.2014;525/2013;12;2
566;17.09.2014;743/2014;8;3
567;17.09.2014;828/2014;3;4
568;17.09.2014;820/2014;16;3
569;17.09.2014;850/2014;11;4
570;17.09.2014;394/2012;12;3
571;17.09.2014;864/2014;27;2
572;17.09.2014;276/2012;14;4
573;17.09.2014;878/2014;16;5
574;17.09.2014;708/2014;9;4
575;17.09.2014;540/2013;12;2
576;17.09.2014;742/2014;11;5
577;17.09.2014;746/2014;9;4
578;17.09.2014;819/2014;4;4
579;17.09.2014;319/2012;10;4
580;17.09.2014;704/2014;3;3
581;17.09.2014;823/2014;25;4
582;17.09.2014;443/2012;14;5
583;17.09.2014;453/2012;16;1
584;17.09.2014;803/2014;6;5
585;17.09.2014;802/2014;9;2
586;17.09.2014;333/2012;12;2
587;17.09.2014;874/2014;16;5
588;17.09.2014;684/2013;16;3
589;17.09.2014;756/2014;4;5
590;17.09.2014;435/2012;14;4
591;17.09.2014;617/2013;7;2
592;17.09.2014;472/2012;10;4
593;17.09.2014;535/2013;16;3
594;17.09.2014;749/2014;5;3
595;17.09.2014;858/2014;3;5
596;17.09.2014;836/2014;24;5
597;17.09.2014;825/2014;7;4
598;17.09.2014;342/2012;7;2
599;17.09.2014;703/2014;6;3
600;17.09.2014;263/2011;11;4
601;17.09.2014;334/2012;11;3
602;17.09.2014;342/2012;13;2
603;17.09.2014;654/2013;11;3
604;17.09.2014;808/2014;8;4
605;17.09.2014;798/2014;16;3
606;17.09.2014;198/2011;13;3
607;17.09.2014;796/2014;6;4
608;17.09.2014;280/2012;14;2
609;17.09.2014;758/2014;5;6
610;18.09.2014;391/2012;10;2
611;18.09.2014;476/2012;27;5
612;18.09.2014;705/2014;8;2
613;18.09.2014;758/2014;8;3
614;18.09.2014;485/2012;14;4
615;18.09.2014;579/2013;20;2
616;18.09.2014;699/2013;14;4
617;18.09.2014;720/2014;23;6
618;18.09.2014;526/2013;16;3
619;18.09.2014;723/2014;5;2
620;18.09.2014;220/2011;12;3
621;18.09.2014;872/2014;6;2
622;18.09.2014;443/2012;12;3
623;18.09.2014;229/2011;13;5
624;18.09.2014;779/2014;17;4
625;18.09.2014;736/2014;12;4
626;18.09.2014;764/2014;11;4
627;18.09.2014;845/2014;12;2
628;18.09.2014;586/2013;2;3
629;18.09.2014;138/2011;13;5
630;18.09.2014;633/2013;7;2
631;18.09.2014;732/2014;12;3
632;18.09.2014;865/2014;8;3
633;18.09.2014;227/2011;11;4
634;18.09.2014;527/2013;14;2
635;18.09.2014;652/2013;26;4
636;18.09.2014;339/2012;21;4
637;18.09.2014;878/2014;22;3
638;18.09.2014;519/2013;13;4
639;18.09.2014;846/2014;16;6
640;18.09.2014;732/2014;3;3
641;18.09.2014;398/2012;12;3
642;18.09.2014;255/2011;13;4
643;18.09.2014;625/2013;13;2
644;18.09.2014;701/2014;17;3
645;18.09.2014;844/2014;12;3
646;18.09.2014;779/2014;25;2
647;18.09.2014;224/2011;11;4
648;18.09.2014;791/2014;14;4
649;18.09.2014;180/2011;11;2
650;18.09.2014;462/2012;16;4
651;18.09.2014;227/2011;12;4
652;18.09.2014;576/2013;26;2
653;18.09.2014;395/2012;1;6
654;18.09.2014;777/2014;5;2
655;18.09.2014;808/2014;27;3
656;18.09.2014;611/2013;7;3
657;18.09.2014;570/2013;7;3
658;18.09.2014;642/2013;19;3
659;18.09.2014;713/2014;16;4
660;18.09.2014;702/2014;13;3
661;18.09.2014;500/2012;7;5
662;18.09.2014;432/2012;1;2
663;18.09.2014;644/2013;13;1
664;18.09.2014;160/2011;13;4
665;18.09.2014;825/2014;6;5
666;18.09.2014;737/2014;8;3
667;18.09.2014;165/2011;12;2
668;18.09.2014;776/2014;9;4
669;18.09.2014;579/2013;12;4
670;18.09.2014;768/2014;12;5
671;18.09.2014;283/2012;16;5
672;18.09.2014;221/2011;18;3
673;18.09.2014;194/2011;21;3
674;18.09.2014;592/2013;26;3
675;18.09.2014;154/2011;13;3
676;18.09.2014;271/2012;21;2
677;18.09.2014;820/2014;3;5
678;18.09.2014;751/2014;16;3
679;18.09.2014;601/2013;13;5
680;18.09.2014;762/2014;8;4
681;18.09.2014;698/2013;12;3
682;18.09.2014;410/2012;7;2
683;18.09.2014;858/2014;11;4
684;18.09.2014;787/2014;27;5
685;18.09.2014;166/2011;14;5
686;18.09.2014;259/2011;16;2
687;18.09.2014;629/2013;14;3
688;18.09.2014;469/2012;7;5
689;18.09.2014;573/2013;13;3
690;18.09.2014;605/2013;14;2
691;18.09.2014;596/2013;11;2
692;18.09.2014;556/2013;15;1
693;18.09.2014;850/2014;16;2
694;18.09.2014;789/2014;7;2
695;18.09.2014;539/2013;27;2
696;18.09.2014;713/2014;14;4
697;18.09.2014;348/2012;13;4
698;18.09.2014;811/2014;27;2
699;18.09.2014;813/2014;3;4
700;18.09.2014;226/2011;13;3
701;18.09.2014;625/2013;14;5
702;18.09.2014;860/2014;14;5
703;18.09.2014;812/2014;8;4
704;18.09.2014;204/2011;16;3
705;18.09.2014;633/2013;27;4
706;18.09.2014;526/2013;16;4
707;18.09.2014;624/2013;11;3
708;18.09.2014;181/2011;14;2
709;18.09.2014;864/2014;11;6
710;18.09.2014;469/2012;19;5
711;18.09.2014;619/2013;19;5
712;18.09.2014;225/2011;12;2
713;18.09.2014;662/2013;19;3
714;18.09.2014;338/2012;19;4
715;18.09.2014;152/2011;14;4
716;18.09.2014;799/2014;8;2
717;18.09.2014;623/2013;14;4
718;18.09.2014;733/2014;13;4
719;18.09.2014;770/2014;6;3
720;18.09.2014;720/2014;7;2
721;18.09.2014;819/2014;14;2
722;18.09.2014;599/2013;7;2
723;18.09.2014;549/2013;27;3
724;18.09.2014;853/2014;12;4
725;18.09.2014;755/2014;16;6
726;18.09.2014;248/2011;16;3
727;18.09.2014;716/2014;8;1
728;18.09.2014;786/2014;9;3
729;18.09.2014;855/2014;9;2
730;18.09.2014;453/2012;21;6
731;18.09.2014;804/2014;13;2
732;18.09.2014;591/2013;7;4
733;18.09.2014;151/2011;11;2
734;18.09.2014;155/2011;1;4
735;18.09.2014;409/2012;27;5
736;18.09.2014;314/2012;12;5
737;18.09.2014;589/2013;13;5
738;18.09.2014;833/2014;6;4
739;18.09.2014;856/2014;11;3
740;18.09.2014;620/2013;14;2
741;18.09.2014;131/2011;16;4
742;18.09.2014;838/2014;3;2
743;18.09.2014;707/2014;8;4
744;18.09.2014;254/2011;13;2
745;18.09.2014;801/2014;7;4
746;18.09.2014;873/2014;7;2
747;18.09.2014;710/2014;23;2
748;18.09.2014;825/2014;3;5
749;18.09.2014;622/2013;12;1
750;18.09.2014;599/2013;7;4
751;18.09.2014;866/2014;12;6
752;18.09.2014;209/2011;16;3
753;18.09.2014;205/2011;16;2
754;18.09.2014;678/2013;13;2
755;18.09.2014;833/2014;5;2
756;18.09.2014;578/2013;14;6
757;18.09.2014;570/2013;14;3
758;18.09.2014;811/2014;27;3
759;18.09.2014;550/2013;12;3
760;18.09.2014;460/2012;16;2
761;18.09.2014;756/2014;5;4
762;18.09.2014;405/2012;27;5
763;18.09.2014;807/2014;5;4
764;18.09.2014;321/2012;19;3
765;18.09.2014;543/2013;7;4
766;18.09.2014;770/2014;7;3
767;18.09.2014;577/2013;13;5
768;18.09.2014;781/2014;7;4
769;18.09.2014;222/2011;1;3
770;18.09.2014;669/2013;14;6
771;18.09.2014;300/2012;21;4
772;18.09.2014;719/2014;8;2
773;18.09.2014;794/2014;16;2
774;18.09.2014;660/2013;19;3
775;18.09.2014;124/2011;16;4
776;18.09.2014;751/2014;11;5
777;18.09.2014;837/2014;6;3
